tau;amplptb;seed;omega_m_m_2;sigma_ksi;mu_m_m;intptb;omega_b_2;mu_g;wmin;type;mu_b;sigma_e;rateptb;omega_m_e_2;rho_t;mu_m_e;mu_m_g;omega_m_g_2;int_t0;rate_t0;ampl_t0;sdmu;omega2;generation;epsilon;nsurv;ksi;meanz;varz;meang;varg;meanm_m;varm_m;meanm_g;varm_g;meanm_e;varm_e;meanb;varb;file
0.25;2;723947288;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;0.942478;100;0;0;0.01;100;0;0.942478;2;0.02;40;50000;1.60558;4887;0.00438769;0.998571;1.57118;-0.042638;0.569489;-0.132812;0.0199324;-0.0479071;0.0099486;0;0;0.801298;0.0140059;./core_144/sim_evolving_m_7_11_2016_230829_709505945
0.75;2;583773188;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;0.942478;100;0;0;0.01;100;0;0.942478;2;0.02;40;50000;1.60972;4865;-0.00884286;0.398965;1.65838;0.0457848;0.593801;-0.298008;0.0162891;-0.181599;0.0375667;0;0;0.730574;0.0112681;./core_144/sim_evolving_m_7_11_2016_233128_569267528
0.25;2;914221478;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.0472;100;0;0;0.01;100;0;1.0472;2;0.02;0.7;50000;0.00581539;3049;0.00294488;0.163008;1.15336;0.1286;0.130118;-0.255417;0.00241908;-0.146264;0.00673037;0;0;1.13797;0.00411721;./core_144/sim_evolving_m_7_11_2016_235219_899963180
0.75;2;226545789;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.0472;100;0;0;0.01;100;0;1.0472;2;0.02;0.7;50000;-0.0169076;2868;-0.0080757;0.702575;1.37046;-0.0565664;0.133812;-0.739507;0.00415742;0.0789502;0.00653213;0;0;1.34772;0.00240409;./core_144/sim_evolving_m_8_11_2016_001123_212342015
0.25;2;625726051;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.0472;100;0;0;0.01;100;0;1.0472;2;0.02;40;50000;0.0100754;4879;-0.00471229;0.123555;1.50562;-0.157877;0.48905;-0.130909;0.0149547;-0.0144234;0.0230716;0;0;0.898928;0.025625;./core_145/sim_evolving_m_7_11_2016_205932_519611410
0.75;2;919971415;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.0472;100;0;0;0.01;100;0;1.0472;2;0.02;40;50000;-0.00715344;4858;-0.000215647;0.717977;1.73168;0.14557;0.647394;-0.26807;0.0138456;-0.125916;0.0195573;0;0;0.728752;0.0199181;./core_145/sim_evolving_m_7_11_2016_212800_904686455
0.25;2;850527972;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.15192;100;0;0;0.01;100;0;1.15192;2;0.02;0.7;50000;-1.60713;3020;0.0049729;-1.67362;1.17342;-0.220904;0.130531;-0.239167;0.00349023;0.219441;0.0092503;0;0;1.09556;0.00250757;./core_145/sim_evolving_m_7_11_2016_215015_835691920
0.75;2;313455283;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.15192;100;0;0;0.01;100;0;1.15192;2;0.02;0.7;50000;-1.62125;2245;0.0231064;-1.44393;1.41846;-0.183265;0.144001;-0.813439;0.00300659;0.102592;0.00655577;0;0;1.31154;0.00317732;./core_145/sim_evolving_m_7_11_2016_221459_298491969
0.25;2;598953257;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.15192;100;0;0;0.01;100;0;1.15192;2;0.02;40;50000;-1.61776;4863;-0.00888754;-1.44012;1.5679;-0.205625;0.487767;-0.157855;0.00647939;0.174403;0.0368472;0;0;0.838356;0.00686341;./core_145/sim_evolving_m_7_11_2016_223414_574815345
0.75;2;110573942;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.15192;100;0;0;0.01;100;0;1.15192;2;0.02;40;50000;-1.60444;4784;0.00573163;-1.10745;1.73002;-0.126621;0.602928;-0.384125;0.0110931;0.191631;0.0175354;0;0;0.716358;0.0183652;./core_145/sim_evolving_m_7_11_2016_225344_96021637
0.25;2;441247558;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.25664;100;0;0;0.01;100;0;1.25664;2;0.02;0.7;50000;1.91465;3029;-0.00785435;1.75399;1.1233;0.038253;0.135236;-0.289738;0.00222954;-0.065178;0.00589585;0;0;1.10296;0.00359881;./core_145/sim_evolving_m_7_11_2016_231724_426964739
0.75;2;725277123;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.25664;100;0;0;0.01;100;0;1.25664;2;0.02;0.7;50000;1.90012;2561;-0.00557241;0.957569;1.45672;0.0439476;0.152756;-0.816014;0.00394141;-0.0751725;0.00867949;0;0;1.2847;0.00413949;./core_145/sim_evolving_m_7_11_2016_233712_710880328
0.25;2;788320600;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.25664;100;0;0;0.01;100;0;1.25664;2;0.02;40;50000;1.90375;4896;-0.00920029;1.3173;1.57837;-0.00646378;0.540579;-0.131833;0.0120498;0.0255933;0.0228094;0;0;0.795633;0.0116627;./core_145/sim_evolving_m_7_11_2016_235631_773740055
0.75;2;696833250;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.25664;100;0;0;0.01;100;0;1.25664;2;0.02;40;50000;1.90466;4847;0.00523871;0.47861;1.75476;-0.121578;0.684585;-0.327969;0.0160768;-0.00620776;0.0540712;0;0;0.605146;0.00980424;./core_145/sim_evolving_m_8_11_2016_001619_682489023
0.25;2;329793759;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.36136;100;0;0;0.01;100;0;1.36136;2;0.02;0.7;50000;-0.626516;3086;-0.00868368;-0.556568;1.17132;-0.0732257;0.124862;-0.323805;0.00276325;0.0502395;0.00391942;0;0;1.10586;0.00294616;./core_146/sim_evolving_m_7_11_2016_205931_314996148
0.75;2;868223929;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.36136;100;0;0;0.01;100;0;1.36136;2;0.02;0.7;50000;-0.616391;2654;0.0108356;0.247924;1.5991;0.0557507;0.158216;-0.929313;0.00254914;-0.00777503;0.00527799;0;0;1.30077;0.00377155;./core_146/sim_evolving_m_7_11_2016_212412_854160526
0.25;2;394705590;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.36136;100;0;0;0.01;100;0;1.36136;2;0.02;40;50000;-0.622329;4883;0.020314;-0.259494;1.62452;0.0625866;0.584572;-0.215216;0.0139327;-0.0742476;0.0373894;0;0;0.876012;0.00790613;./core_146/sim_evolving_m_7_11_2016_214623_380574354
0.75;2;218142001;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.36136;100;0;0;0.01;100;0;1.36136;2;0.02;40;50000;-0.606586;4852;0.00542952;0.442247;1.7853;-0.0423695;0.62144;-0.39698;0.00994988;0.0735536;0.0190586;0;0;0.639206;0.0231658;./core_146/sim_evolving_m_7_11_2016_220623_203932579
0.25;2;613645155;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.46608;100;0;0;0.01;100;0;1.46608;2;0.02;0.7;50000;-1.17982;3019;-0.00956692;-1.19933;1.21295;-0.00344028;0.140315;-0.344834;0.00283793;0.0210399;0.00836887;0;0;1.08729;0.00294451;./core_146/sim_evolving_m_7_11_2016_223817_589373673
0.75;2;320268493;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.46608;100;0;0;0.01;100;0;1.46608;2;0.02;0.7;50000;-1.16979;2157;-0.0126877;-1.19321;1.59441;-0.233289;0.148489;-0.98024;0.00318175;0.1975;0.00881722;0;0;1.25955;0.00584861;./core_146/sim_evolving_m_7_11_2016_225811_305670786
0.25;2;199258562;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.46608;100;0;0;0.01;100;0;1.46608;2;0.02;40;50000;-1.17654;4886;-0.000496971;-1.28106;1.6086;0.0243754;0.588131;-0.217846;0.00903254;-0.136533;0.0261726;0;0;0.882144;0.0135473;./core_146/sim_evolving_m_7_11_2016_231826_184492455
0.75;2;672666544;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.46608;100;0;0;0.01;100;0;1.46608;2;0.02;40;50000;-1.16994;4758;-0.00363175;-1.02784;1.87844;-0.00339185;0.693609;-0.405261;0.0107401;-0.0765889;0.0210806;0;0;0.569022;0.0144352;./core_146/sim_evolving_m_7_11_2016_233955_658107929
0.25;2;711050077;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.5708;100;0;0;0.01;100;0;1.5708;2;0.02;0.7;50000;2.00706;3040;-0.00782511;1.9587;1.16995;0.0943388;0.130919;-0.329566;0.00296461;-0.0984119;0.00532311;0;0;1.05525;0.00262405;./core_146/sim_evolving_m_8_11_2016_000010_696339393
0.75;2;998179971;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.5708;100;0;0;0.01;100;0;1.5708;2;0.02;0.7;50000;2.0073;2486;0.000403837;1.04789;1.64054;0.211474;0.156154;-1.00074;0.00222859;-0.223827;0.0226379;0;0;1.19585;0.00464326;./core_146/sim_evolving_m_8_11_2016_002529_984128162
0.25;2;338388793;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.5708;100;0;0;0.01;100;0;1.5708;2;0.02;40;50000;2.0071;4861;-0.0151512;1.58365;1.73402;-0.01105;0.671448;-0.286397;0.0147425;-0.0987351;0.0159656;0;0;0.886904;0.00799885;./core_147/sim_evolving_m_7_11_2016_205934_285939464
0.75;2;723197117;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.5708;100;0;0;0.01;100;0;1.5708;2;0.02;40;50000;2.01441;4880;0.00777875;0.459335;1.7222;0.0517552;0.658371;-0.359713;0.0109469;-0.131739;0.0133599;0;0;0.416325;0.0194032;./core_147/sim_evolving_m_7_11_2016_213005_708860981
0.25;2;467395978;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.67552;100;0;0;0.01;100;0;1.67552;2;0.02;0.7;50000;-1.16343;3042;-0.0072431;-0.984817;1.23349;-0.0036782;0.141149;-0.348637;0.00406728;0.0369218;0.010933;0;0;1.01955;0.00313639;./core_147/sim_evolving_m_7_11_2016_215139_402101460
0.75;2;818472115;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.67552;100;0;0;0.01;100;0;1.67552;2;0.02;0.7;50000;-1.19795;2476;0.00909544;-0.166489;1.71422;-0.0930761;0.177374;-1.0508;0.00221092;0.146638;0.0100285;0;0;1.16596;0.00383002;./core_147/sim_evolving_m_7_11_2016_221412_804110791
0.25;2;485359940;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.67552;100;0;0;0.01;100;0;1.67552;2;0.02;40;50000;-1.18237;4874;-0.00908609;-0.827621;1.45897;-0.228395;0.525774;-0.266378;0.0083357;0.1051;0.0186919;0;0;0.792076;0.00969906;./core_147/sim_evolving_m_7_11_2016_223410_470939693
0.75;2;207927136;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.67552;100;0;0;0.01;100;0;1.67552;2;0.02;40;50000;-1.17442;4817;-0.00804318;0.19679;1.73131;0.155975;0.580803;-0.43897;0.00639174;-0.138983;0.0323149;0;0;0.430685;0.0137785;./core_147/sim_evolving_m_7_11_2016_230105_193487438
0.25;2;571126042;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.78024;100;0;0;0.01;100;0;1.78024;2;0.02;0.7;50000;-0.616557;3010;-0.00383801;-0.776914;1.17004;0.0719327;0.143219;-0.356385;0.00273001;-0.0832169;0.0103398;0;0;0.967434;0.00250519;./core_147/sim_evolving_m_7_11_2016_232700_556101301
0.75;2;527163754;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.78024;100;0;0;0.01;100;0;1.78024;2;0.02;0.7;50000;-0.616812;2095;-0.0106561;-0.700799;1.76033;-0.138037;0.162129;-1.0944;0.00409357;0.163173;0.00356948;0;0;1.1201;0.00310924;./core_147/sim_evolving_m_7_11_2016_235407_512794657
0.25;2;200440198;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.78024;100;0;0;0.01;100;0;1.78024;2;0.02;40;50000;-0.629818;4868;0.0113184;-0.831923;1.63443;0.0116687;0.540133;-0.242045;0.0108616;0.0333615;0.0321106;0;0;0.861683;0.00943231;./core_147/sim_evolving_m_8_11_2016_002253_185529949
0.75;2;350427588;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.78024;100;0;0;0.01;100;0;1.78024;2;0.02;40;50000;-0.616197;4722;0.0105898;-0.424561;1.78321;-0.233883;0.677236;-0.322922;0.0135283;0.248862;0.0382534;0;0;0.23722;0.0152009;./core_147/sim_evolving_m_8_11_2016_004312_336133317
0.25;2;847492211;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.88496;100;0;0;0.01;100;0;1.88496;2;0.02;0.7;50000;1.91131;2987;-0.00400032;1.92777;1.20933;0.115155;0.127633;-0.376631;0.00245583;-0.0961081;0.0108899;0;0;0.938827;0.00385666;./core_148/sim_evolving_m_7_11_2016_205931_630156534
0.75;2;104924568;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.88496;100;0;0;0.01;100;0;1.88496;2;0.02;0.7;50000;1.91423;2620;-0.0116607;1.04845;1.72304;-0.00154312;0.155996;-1.11881;0.00380154;0.0341235;0.0177897;0;0;1.0467;0.00337262;./core_148/sim_evolving_m_7_11_2016_211847_90565610
0.25;2;449977097;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.88496;100;0;0;0.01;100;0;1.88496;2;0.02;40;50000;1.89011;4860;-0.00610912;1.62123;1.6685;-0.0531182;0.57009;-0.303637;0.01736;0.0719905;0.0182808;0;0;0.787791;0.0137518;./core_148/sim_evolving_m_7_11_2016_214040_435905466
0.75;2;540277096;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.88496;100;0;0;0.01;100;0;1.88496;2;0.02;40;50000;1.89536;4847;0.0179333;0.603081;1.79856;-0.0657232;0.590723;-0.440939;0.0114762;0.0227589;0.0107516;0;0;0.399528;0.00683623;./core_148/sim_evolving_m_7_11_2016_220816_526285515
0.25;2;229668327;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.98968;100;0;0;0.01;100;0;1.98968;2;0.02;0.7;50000;-1.61149;3055;0.00141142;-1.48266;1.23361;0.181813;0.14905;-0.418325;0.00351813;-0.152521;0.00569258;0;0;0.901438;0.0036292;./core_148/sim_evolving_m_7_11_2016_222916_215432306
0.75;2;252517816;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.98968;100;0;0;0.01;100;0;1.98968;2;0.02;0.7;50000;-1.61028;2426;-0.0302486;-0.591591;1.77705;0.173999;0.144526;-1.11103;0.00258272;-0.0775126;0.00878552;0;0;0.972562;0.0043977;./core_148/sim_evolving_m_7_11_2016_225001_237267414
0.25;2;456734710;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.98968;100;0;0;0.01;100;0;1.98968;2;0.02;40;50000;-1.62944;4885;-0.00772555;-0.996759;1.68326;-0.0265635;0.585707;-0.27858;0.0145196;0.143131;0.0194886;0;0;0.76281;0.01534;./core_148/sim_evolving_m_7_11_2016_230953_442612971
0.75;2;915741669;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;1.98968;100;0;0;0.01;100;0;1.98968;2;0.02;40;50000;-1.62537;4800;0.0100826;0.142547;1.72378;0.0426577;0.728175;-0.320606;0.0156494;0.0676063;0.0180447;0;0;0.165251;0.0143545;./core_148/sim_evolving_m_7_11_2016_233020_901314900
0.25;2;639693947;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.0944;100;0;0;0.01;100;0;2.0944;2;0.02;0.7;50000;-0.0071892;3002;-0.0145541;-0.135248;1.2562;-0.257242;0.140328;-0.440629;0.00334085;0.238861;0.00521232;0;0;0.851598;0.00367077;./core_148/sim_evolving_m_7_11_2016_235407_625539948
0.75;2;91849844;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.0944;100;0;0;0.01;100;0;2.0944;2;0.02;0.7;50000;-0.00102569;2227;0.017058;-0.150884;1.79834;-0.123158;0.165861;-1.1384;0.00420362;0.107639;0.00827646;0;0;0.907104;0.00315934;./core_148/sim_evolving_m_8_11_2016_001335_77407542
0.25;2;651920001;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.0944;100;0;0;0.01;100;0;2.0944;2;0.02;40;50000;0.015603;4866;0.0158142;-0.192691;1.63688;0.123637;0.598631;-0.2994;0.009733;0.049843;0.0277917;0;0;0.751197;0.0117711;./core_149/sim_evolving_m_7_11_2016_205931_628731410
0.75;2;21853516;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.0944;100;0;0;0.01;100;0;2.0944;2;0.02;40;50000;-0.0041262;4734;-0.0108171;-0.0480595;1.58603;0.125196;0.443515;-0.245457;0.0182923;-0.11862;0.0175825;0;0;0.0437875;0.0140183;./core_149/sim_evolving_m_7_11_2016_212136_7879627
0.25;2;420533306;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.19911;100;0;0;0.01;100;0;2.19911;2;0.02;0.7;50000;1.61833;2965;-0.0102081;1.6641;1.22859;0.275946;0.134774;-0.436598;0.00314864;-0.238281;0.00604838;0;0;0.818681;0.00521742;./core_149/sim_evolving_m_7_11_2016_214422_405993142
0.75;2;604874821;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.19911;100;0;0;0.01;100;0;2.19911;2;0.02;0.7;50000;1.60749;2533;-0.00332482;0.915844;1.77995;0.458124;0.175993;-1.16114;0.00448872;-0.485306;0.0151828;0;0;0.845862;0.00336532;./core_149/sim_evolving_m_7_11_2016_220447_590872077
0.25;2;680191013;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.19911;100;0;0;0.01;100;0;2.19911;2;0.02;40;50000;1.62483;4895;-0.00657675;1.34084;1.73218;0.117505;0.572474;-0.344777;0.00716738;-0.0418008;0.0667806;0;0;0.615237;0.0139751;./core_149/sim_evolving_m_7_11_2016_222922_665983337
0.75;2;870084223;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.19911;100;0;0;0.01;100;0;2.19911;2;0.02;40;50000;1.61663;4911;0.00655406;-0.0846427;1.53418;-0.027734;0.52236;-0.147533;0.0117831;0.0059347;0.0246095;0;0;-0.0281017;0.0258639;./core_149/sim_evolving_m_7_11_2016_225052_855962294
0.25;2;257801351;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.30383;100;0;0;0.01;100;0;2.30383;2;0.02;0.7;50000;-1.90711;3020;-5.21993e-05;-1.74734;1.20485;-0.0238523;0.136513;-0.468741;0.00252444;0.0307691;0.0045733;0;0;0.758629;0.00283332;./core_149/sim_evolving_m_7_11_2016_231258_243423256
0.75;2;286151131;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.30383;100;0;0;0.01;100;0;2.30383;2;0.02;0.7;50000;-1.92861;2273;-0.00360288;-1.00098;1.83527;0.126594;0.173333;-1.13424;0.00387767;-0.0686101;0.0127972;0;0;0.716456;0.00342949;./core_149/sim_evolving_m_7_11_2016_233503_271123033
0.25;2;441876931;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.30383;100;0;0;0.01;100;0;2.30383;2;0.02;40;50000;-1.89739;4875;0.0077026;-1.3833;1.78233;-0.0530293;0.597704;-0.370152;0.0188517;0.114575;0.017121;0;0;0.668375;0.0171501;./core_149/sim_evolving_m_7_11_2016_235705_425320367
0.75;2;809205069;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.30383;100;0;0;0.01;100;0;2.30383;2;0.02;40;50000;-1.9076;4730;0.00345957;-0.0630565;1.53825;-0.192432;0.558439;-0.121952;0.0149632;0.15997;0.029204;0;0;-0.044479;0.0134549;./core_149/sim_evolving_m_8_11_2016_001916_782073673
0.25;2;920100159;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.40855;100;0;0;0.01;100;0;2.40855;2;0.02;0.7;50000;0.601614;2959;0.000228475;0.472838;1.27304;-0.0874543;0.136473;-0.517989;0.00225726;0.0754786;0.00849226;0;0;0.671872;0.00460537;./core_150/sim_evolving_m_7_11_2016_205933_886718465
0.75;2;578493109;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.40855;100;0;0;0.01;100;0;2.40855;2;0.02;0.7;50000;0.60452;2388;0.00436913;0.442318;1.85353;0.0182624;0.16584;-1.12112;0.00537346;-0.0598782;0.00669439;0;0;0.633862;0.00511186;./core_150/sim_evolving_m_7_11_2016_212953_564184729
0.25;2;343118616;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.40855;100;0;0;0.01;100;0;2.40855;2;0.02;40;50000;0.627199;4832;-0.00510348;0.110272;1.76225;0.185508;0.693346;-0.36017;0.0129648;-0.160042;0.00918907;0;0;0.609502;0.015509;./core_150/sim_evolving_m_7_11_2016_215444_327061805
0.75;2;977693034;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.40855;100;0;0;0.01;100;0;2.40855;2;0.02;40;50000;0.612351;4751;-0.0105358;0.432316;1.61894;-0.00236384;0.515308;0.0137086;0.0177737;0.0351373;0.0376405;0;0;-0.201966;0.0124142;./core_150/sim_evolving_m_7_11_2016_221546_962739534
0.25;2;960628305;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.51327;100;0;0;0.01;100;0;2.51327;2;0.02;0.7;50000;1.16612;2936;-0.0107934;1.24694;1.24145;-0.160204;0.140735;-0.529996;0.00303241;0.123857;0.0042169;0;0;0.638917;0.00274935;./core_150/sim_evolving_m_7_11_2016_223543_945796328
0.75;2;21738772;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.51327;100;0;0;0.01;100;0;2.51327;2;0.02;0.7;50000;1.18566;2635;0.00912811;0.522191;1.66454;0.0199543;0.159476;-1.09878;0.00264961;-0.0374749;0.0109234;0;0;0.517175;0.00273184;./core_150/sim_evolving_m_7_11_2016_225631_7465929
0.25;2;427113591;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.51327;100;0;0;0.01;100;0;2.51327;2;0.02;40;50000;1.17157;4884;0.00535708;1.26472;1.62681;0.157598;0.462756;-0.35919;0.0147722;-0.204489;0.0231359;0;0;0.591824;0.0146523;./core_150/sim_evolving_m_7_11_2016_231636_412697692
0.75;2;502658965;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.51327;100;0;0;0.01;100;0;2.51327;2;0.02;40;50000;1.17979;4892;-0.000965727;-0.419228;1.63756;-0.175103;0.526766;-0.0185919;0.0128952;0.0563047;0.0218737;0;0;-0.256419;0.0100777;./core_150/sim_evolving_m_7_11_2016_233643_488269638
0.25;2;404787942;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.61799;100;0;0;0.01;100;0;2.61799;2;0.02;0.7;50000;-1.99627;2990;-0.00920883;-1.96395;1.25318;0.274251;0.131999;-0.559774;0.0034847;-0.284585;0.00962544;0;0;0.591563;0.00262611;./core_150/sim_evolving_m_7_11_2016_235726_390458611
0.75;2;64976962;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.61799;100;0;0;0.01;100;0;2.61799;2;0.02;0.7;50000;-1.97444;2341;-0.0258141;-1.29556;1.69337;-0.100362;0.164392;-1.06341;0.0025942;0.104458;0.0125775;0;0;0.41758;0.00376353;./core_150/sim_evolving_m_8_11_2016_001655_49850384
0.25;2;822371001;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.61799;100;0;0;0.01;100;0;2.61799;2;0.02;40;50000;-2.00536;4871;0.00322415;-1.27343;1.7408;-0.0341912;0.603515;-0.332655;0.0117189;0.0420351;0.0143955;0;0;0.510983;0.0184616;./core_151/sim_evolving_m_7_11_2016_205931_630369966
0.75;2;708059730;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.61799;100;0;0;0.01;100;0;2.61799;2;0.02;40;50000;-1.98797;4693;-0.0090519;-0.358618;1.53714;-0.157519;0.501967;-0.0139645;0.0103373;-0.0071222;0.0253918;0;0;-0.262277;0.0157066;./core_151/sim_evolving_m_7_11_2016_212452_693707645
0.25;2;388866557;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.72271;100;0;0;0.01;100;0;2.72271;2;0.02;0.7;50000;1.19105;2913;-0.0131887;0.933781;1.30742;0.00295328;0.146854;-0.587465;0.00231095;-0.00473456;0.0130249;0;0;0.486906;0.00303561;./core_151/sim_evolving_m_7_11_2016_214948_374812732
0.75;2;347911270;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.72271;100;0;0;0.01;100;0;2.72271;2;0.02;0.7;50000;1.17074;2611;0.00476711;1.00638;1.62699;0.0941941;0.145551;-0.994712;0.00333144;-0.102698;0.00612809;0;0;0.29281;0.00433459;./core_151/sim_evolving_m_7_11_2016_221035_333503191
0.25;2;451514613;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.72271;100;0;0;0.01;100;0;2.72271;2;0.02;40;50000;1.17805;4822;0.00765599;0.41539;1.79308;-0.0928508;0.646853;-0.409756;0.0115676;0.196088;0.0163286;0;0;0.486591;0.0122895;./core_151/sim_evolving_m_7_11_2016_223011_435558241
0.75;2;350084440;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.72271;100;0;0;0.01;100;0;2.72271;2;0.02;40;50000;1.18438;4830;-0.0172569;0.673451;1.6761;-0.0599239;0.584889;-0.0249016;0.0202479;-0.0358969;0.0289657;0;0;-0.373597;0.011155;./core_151/sim_evolving_m_7_11_2016_225148_335029879
0.25;2;26835073;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.82743;100;0;0;0.01;100;0;2.82743;2;0.02;0.7;50000;0.613006;2901;-0.0129259;0.758431;1.33827;-0.0955662;0.14511;-0.627747;0.00396553;0.0964885;0.00988973;0;0;0.40605;0.00312837;./core_151/sim_evolving_m_7_11_2016_231259_12598879
0.75;2;867211097;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.82743;100;0;0;0.01;100;0;2.82743;2;0.02;0.7;50000;0.621324;2662;-0.0094506;0.197645;1.52558;-0.0765614;0.154503;-0.947971;0.00167879;0.0866064;0.0205738;0;0;0.208876;0.0029651;./core_151/sim_evolving_m_7_11_2016_233350_852437332
0.25;2;21532562;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.82743;100;0;0;0.01;100;0;2.82743;2;0.02;40;50000;0.606384;4846;-0.0216554;0.980316;1.63329;0.0046607;0.557204;-0.372825;0.00896118;-0.119289;0.0117303;0;0;0.479118;0.0112605;./core_151/sim_evolving_m_7_11_2016_235452_7321546
0.75;2;227675392;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.82743;100;0;0;0.01;100;0;2.82743;2;0.02;40;50000;0.609021;4886;-0.0102654;-0.612451;1.55508;-0.0923656;0.498337;-0.0113434;0.0097739;0.0363149;0.0146632;0;0;-0.407661;0.0203955;./core_151/sim_evolving_m_8_11_2016_001537_213338315
0.25;2;483545943;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.93215;100;0;0;0.01;100;0;2.93215;2;0.02;0.7;50000;-1.88694;2928;-0.00637246;-1.80387;1.38902;0.150663;0.142248;-0.664331;0.00267888;-0.155258;0.00789914;0;0;0.354541;0.00341307;./core_152/sim_evolving_m_7_11_2016_205932_430758710
0.75;2;93487655;100;0.01;0.01;0;100;0.01;0;three_types;0.01;1;2.93215;100;0;0;0.01;100;0;2.93215;2;0.02;0.7;50000;-1.89593;2536;0.00404645;-1.36247;1.48659;-0.0282281;0.141698;-0.893071;0.00233554;0.0399032;0.00568044;0;0;0.0588128;0.00429074;./core_152/sim_evolving_m_7_11_2016_212904_78991723
