tau;amplptb;seed;omega_m_m_2;sigma_ksi;mu_m_m;intptb;omega_b_2;mu_g;wmin;type;mu_b;sigma_e;rateptb;omega_m_e_2;rho_t;mu_m_e;mu_m_g;omega_m_g_2;int_t0;rate_t0;ampl_t0;sdmu;omega2;generation;epsilon;nsurv;ksi;meanz;varz;meang;varg;meanm_m;varm_m;meanm_g;varm_g;meanm_e;varm_e;meanb;varb;file
0.25;2;221897026;100;0.01;0;-6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;-7.58586;1087;0.0131873;-0.127553;1.10757;-0.144219;0.115501;0;0;0;0;0;0;0;0;./core_0/sim_evolving_m_11_11_2016_122132_193250175
0.25;2;206421004;100;0.01;0;-5.6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;-7.1818;1089;0.00752398;-0.123529;1.1193;-0.116117;0.114506;0;0;0;0;0;0;0;0;./core_1/sim_evolving_m_11_11_2016_122132_191861513
0.25;2;232850083;100;0.01;0;-5.2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;-6.78548;1090;0.00124222;-0.138547;1.10285;-0.134396;0.114924;0;0;0;0;0;0;0;0;./core_2/sim_evolving_m_11_11_2016_122132_202772684
0.25;2;495770237;100;0.01;0;-4.8;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;-6.37822;975;-0.00317052;-0.086587;1.13881;-0.0764443;0.101351;0;0;0;0;0;0;0;0;./core_3/sim_evolving_m_11_11_2016_122148_243134969
0.25;2;421143330;100;0.01;0;-4.4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;-5.98694;1154;0.00282525;-0.154044;1.15526;-0.152685;0.122956;0;0;0;0;0;0;0;0;./core_4/sim_evolving_m_11_11_2016_122148_259410006
0.25;2;638487428;100;0.01;0;-4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-4.57879;2030;0.00864116;-4.20438;1.11061;-4.22712;0.109355;0;0;0;0;0;0;0;0;./core_5/sim_evolving_m_11_11_2016_122148_263649044
0.25;2;606037441;100;0.01;0;-3.6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-4.18078;2032;-0.00930909;-3.84273;1.10787;-3.85274;0.116921;0;0;0;0;0;0;0;0;./core_6/sim_evolving_m_11_11_2016_122148_245818361
0.25;2;462570897;100;0.01;0;-3.2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-3.78282;1972;-0.00982623;-3.43456;1.11885;-3.43198;0.112457;0;0;0;0;0;0;0;0;./core_7/sim_evolving_m_11_11_2016_122148_260345003
0.25;2;301478832;100;0.01;0;-2.8;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-3.37948;2101;0.00138668;-3.07771;1.1403;-3.08755;0.115728;0;0;0;0;0;0;0;0;./core_8/sim_evolving_m_11_11_2016_122148_237488643
0.25;2;976366319;100;0.01;0;-2.4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-2.99479;1998;-0.00266894;-2.65154;1.06554;-2.63176;0.10688;0;0;0;0;0;0;0;0;./core_9/sim_evolving_m_11_11_2016_122148_252790081
0.25;2;922714669;100;0.01;0;-2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-2.60089;1906;-0.0035648;-2.22731;1.10752;-2.21794;0.1103;0;0;0;0;0;0;0;0;./core_10/sim_evolving_m_11_11_2016_122148_253155799
0.25;2;598491989;100;0.01;0;-1.6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-2.18364;2001;0.00220357;-1.83393;1.11364;-1.82228;0.1111;0;0;0;0;0;0;0;0;./core_11/sim_evolving_m_11_11_2016_122148_260348734
0.25;2;624867097;100;0.01;0;-1.2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-1.79266;1948;-0.0070318;-1.46245;1.11275;-1.45407;0.123914;0;0;0;0;0;0;0;0;./core_12/sim_evolving_m_11_11_2016_122148_263449534
0.25;2;690825839;100;0.01;0;-0.8;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-1.35771;1972;0.0169473;-1.0834;1.14123;-1.05733;0.118872;0;0;0;0;0;0;0;0;./core_13/sim_evolving_m_11_11_2016_122148_248645584
0.25;2;989940404;100;0.01;0;-0.4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-0.986436;1971;0.00387327;-0.684105;1.12148;-0.673857;0.110916;0;0;0;0;0;0;0;0;./core_14/sim_evolving_m_11_11_2016_122148_253524079
0.25;2;356198377;100;0.01;0;5.32907e-15;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-0.586825;2101;0.0109308;-0.290501;1.10888;-0.300225;0.117498;0;0;0;0;0;0;0;0;./core_15/sim_evolving_m_11_11_2016_122148_238673399
0.25;2;571784851;100;0.01;0;0.4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-0.170509;2005;-0.00207124;0.14455;1.12276;0.134132;0.109019;0;0;0;0;0;0;0;0;./core_16/sim_evolving_m_11_11_2016_122148_260484646
0.25;2;510288438;100;0.01;0;0.8;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;0.227441;2024;0.0114837;0.514891;1.16253;0.511018;0.137728;0;0;0;0;0;0;0;0;./core_17/sim_evolving_m_11_11_2016_122148_243878869
0.25;2;284155573;100;0.01;0;1.2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;0.617705;1991;0.00951527;0.931983;1.12144;0.921553;0.110469;0;0;0;0;0;0;0;0;./core_18/sim_evolving_m_11_11_2016_122148_255187840
0.25;2;146006480;100;0.01;0;1.6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;1.03042;2011;0.00180637;1.33514;1.11258;1.32444;0.12584;0;0;0;0;0;0;0;0;./core_19/sim_evolving_m_11_11_2016_122148_257913737
0.25;2;717545285;100;0.01;0;2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;1.42794;1979;0.0156241;1.78952;1.15442;1.7594;0.116648;0;0;0;0;0;0;0;0;./core_20/sim_evolving_m_11_11_2016_122148_248567655
0.25;2;854216695;100;0.01;0;2.4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;1.80217;2067;-0.0166876;2.16864;1.12103;2.15035;0.117158;0;0;0;0;0;0;0;0;./core_21/sim_evolving_m_11_11_2016_122148_250175421
0.25;2;516755569;100;0.01;0;2.8;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;2.21314;1952;0.0055333;2.57215;1.12509;2.58844;0.109613;0;0;0;0;0;0;0;0;./core_22/sim_evolving_m_11_11_2016_122148_259887851
0.25;2;611495399;100;0.01;0;3.2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;2.60697;1962;-0.00342384;2.98128;1.08986;2.98781;0.117813;0;0;0;0;0;0;0;0;./core_23/sim_evolving_m_11_11_2016_122148_262966340
0.25;2;468265558;100;0.01;0;3.6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;3.01971;2016;-0.00136652;3.35325;1.1216;3.36802;0.106697;0;0;0;0;0;0;0;0;./core_24/sim_evolving_m_11_11_2016_122148_242751946
0.25;2;731982106;100;0.01;0;4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;3.4331;1969;0.015133;3.77099;1.10385;3.76135;0.116473;0;0;0;0;0;0;0;0;./core_25/sim_evolving_m_11_11_2016_122148_249473784
0.25;2;103633403;100;0.01;0;4.4;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;2.80329;1111;0.0149595;-0.127018;1.15384;-0.126305;0.114718;0;0;0;0;0;0;0;0;./core_26/sim_evolving_m_11_11_2016_122148_256777738
0.25;2;799616334;100;0.01;0;4.8;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;3.22858;1025;0.000566409;-0.139887;1.09844;-0.123716;0.110902;0;0;0;0;0;0;0;0;./core_27/sim_evolving_m_11_11_2016_122148_249773237
0.25;2;64780744;100;0.01;0;5.2;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;3.61423;1048;-0.0179601;-0.0964354;1.10041;-0.118299;0.110884;0;0;0;0;0;0;0;0;./core_28/sim_evolving_m_11_11_2016_122153_997085626
0.25;2;490139265;100;0.01;0;5.6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;3.99564;1026;-0.00648485;-0.13147;1.12416;-0.142202;0.121132;0;0;0;0;0;0;0;0;./core_29/sim_evolving_m_11_11_2016_122148_260426917
0.25;2;412439582;100;0.01;0;6;100;0.01;0;three_types;0;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;10000;4.41829;1051;-0.00171785;-0.123012;1.12177;-0.121684;0.130175;0;0;0;0;0;0;0;0;./core_30/sim_evolving_m_11_11_2016_122148_239869685
0.25;2;115935841;100;0.01;0;-6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;-7.58443;991;0.0168552;0.0290041;1.14727;0.0311826;0.134123;0;0;0;0;0;0;0;0;./core_31/sim_evolving_m_11_11_2016_122148_255086189
0.25;2;440635294;100;0.01;0;-5.6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;-7.1879;969;-0.0108962;0.0752486;1.10169;0.0434982;0.11423;0;0;0;0;0;0;0;0;./core_32/sim_evolving_m_11_11_2016_122148_242827199
0.25;2;270635700;100;0.01;0;-5.2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;-6.78795;962;-0.00531631;0.0704841;1.15248;0.056361;0.122636;0;0;0;0;0;0;0;0;./core_33/sim_evolving_m_11_11_2016_122148_257212887
0.25;2;49155841;100;0.01;0;-4.8;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;-6.38587;974;0.000260763;0.0761872;1.11776;0.0796782;0.121927;0;0;0;0;0;0;0;0;./core_34/sim_evolving_m_11_11_2016_122148_256741788
0.25;2;840530229;100;0.01;0;-4.4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;-5.98132;947;0.00433718;0.0578367;1.09867;0.0537234;0.114363;0;0;0;0;0;0;0;0;./core_35/sim_evolving_m_11_11_2016_122148_250175356
0.25;2;868072978;100;0.01;0;-4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-4.58679;1758;0.00558354;-3.94152;1.17084;-3.94526;0.121675;0;0;0;0;0;0;0;0;./core_36/sim_evolving_m_11_11_2016_122148_251230065
0.25;2;530378065;100;0.01;0;-3.6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-4.1623;1725;-0.00348819;-3.565;1.10434;-3.55942;0.126034;0;0;0;0;0;0;0;0;./core_37/sim_evolving_m_11_11_2016_122148_259964795
0.25;2;666105509;100;0.01;0;-3.2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-3.77294;1777;-0.00121319;-3.13492;1.11755;-3.14648;0.118841;0;0;0;0;0;0;0;0;./core_38/sim_evolving_m_11_11_2016_122148_265389445
0.25;2;454466777;100;0.01;0;-2.8;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-3.37792;1646;0.00759569;-2.77178;1.1496;-2.77018;0.124901;0;0;0;0;0;0;0;0;./core_39/sim_evolving_m_11_11_2016_122148_242671606
0.25;2;896479182;100;0.01;0;-2.4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-2.98013;1580;0.00898557;-2.38075;1.14557;-2.39651;0.12504;0;0;0;0;0;0;0;0;./core_40/sim_evolving_m_11_11_2016_122148_252512357
0.25;2;435342015;100;0.01;0;-2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-2.58019;1717;0.00549615;-2.00114;1.11834;-1.96744;0.117051;0;0;0;0;0;0;0;0;./core_41/sim_evolving_m_11_11_2016_122148_260089192
0.25;2;813036386;100;0.01;0;-1.6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-2.18248;1671;0.00232942;-1.61854;1.11022;-1.58997;0.131927;0;0;0;0;0;0;0;0;./core_42/sim_evolving_m_11_11_2016_122148_249822820
0.25;2;91928880;100;0.01;0;-1.2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-1.78774;1697;0.00987788;-1.15769;1.15017;-1.15042;0.10999;0;0;0;0;0;0;0;0;./core_43/sim_evolving_m_11_11_2016_122154_10579229
0.25;2;310943247;100;0.01;0;-0.8;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-1.39273;1729;0.0228069;-0.799025;1.08609;-0.789378;0.103114;0;0;0;0;0;0;0;0;./core_44/sim_evolving_m_11_11_2016_122148_256928692
0.25;2;577917071;100;0.01;0;-0.4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-0.972524;1732;0.00819019;-0.341491;1.09312;-0.350385;0.108634;0;0;0;0;0;0;0;0;./core_45/sim_evolving_m_11_11_2016_122148_243495676
0.25;2;393755509;100;0.01;0;5.32907e-15;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-0.568159;1707;-0.00047907;0.0665469;1.11703;0.0443493;0.124208;0;0;0;0;0;0;0;0;./core_46/sim_evolving_m_11_11_2016_122148_259892755
0.25;2;482797628;100;0.01;0;0.4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;-0.198031;1781;-0.00963965;0.45152;1.11999;0.453686;0.116637;0;0;0;0;0;0;0;0;./core_47/sim_evolving_m_11_11_2016_122148_243062976
0.25;2;246777360;100;0.01;0;0.8;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;0.21338;1634;-0.0162593;0.831331;1.09628;0.825887;0.129828;0;0;0;0;0;0;0;0;./core_48/sim_evolving_m_11_11_2016_122148_229700823
0.25;2;550989135;100;0.01;0;1.2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;0.636596;1665;0.0089723;1.24915;1.15805;1.24536;0.127363;0;0;0;0;0;0;0;0;./core_49/sim_evolving_m_11_11_2016_122148_243946804
0.25;2;385541782;100;0.01;0;1.6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;1.02215;1709;-0.00450284;1.6404;1.08833;1.63348;0.119003;0;0;0;0;0;0;0;0;./core_50/sim_evolving_m_11_11_2016_122148_239940737
0.25;2;352295492;100;0.01;0;2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;1.43169;1708;0.00997809;2.05313;1.13578;2.05815;0.121149;0;0;0;0;0;0;0;0;./core_51/sim_evolving_m_11_11_2016_122148_257856929
0.25;2;343397452;100;0.01;0;2.4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;1.81201;1714;-0.00666696;2.45815;1.11147;2.45088;0.12068;0;0;0;0;0;0;0;0;./core_52/sim_evolving_m_11_11_2016_122148_239349942
0.25;2;648770323;100;0.01;0;2.8;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;2.22303;1710;0.0103099;2.84929;1.13036;2.85567;0.121594;0;0;0;0;0;0;0;0;./core_53/sim_evolving_m_11_11_2016_122148_246258360
0.25;2;524680858;100;0.01;0;3.2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;2.63618;1701;0.0123833;3.23723;1.08193;3.23884;0.115043;0;0;0;0;0;0;0;0;./core_54/sim_evolving_m_11_11_2016_122148_244608110
0.25;2;634859826;100;0.01;0;3.6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;3.02019;1630;0.00708688;3.58857;1.08354;3.59534;0.121243;0;0;0;0;0;0;0;0;./core_55/sim_evolving_m_11_11_2016_122148_246154815
0.25;2;20552497;100;0.01;0;4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;3.42655;1782;-0.0119817;4.05678;1.10464;4.02961;0.114409;0;0;0;0;0;0;0;0;./core_56/sim_evolving_m_11_11_2016_122148_256741891
0.25;2;909278054;100;0.01;0;4.4;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;50000;3.80886;1712;0.00544981;4.46214;1.0904;4.45573;0.116313;0;0;0;0;0;0;0;0;./core_57/sim_evolving_m_11_11_2016_122148_252116958
0.25;2;5377863;100;0.01;0;4.8;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;3.21562;940;-0.00415003;0.0322465;1.13;0.0431884;0.106804;0;0;0;0;0;0;0;0;./core_58/sim_evolving_m_11_11_2016_122148_255050595
0.25;2;503344804;100;0.01;0;5.2;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;3.62063;1011;0.00290945;0.0117309;1.11647;0.0197591;0.10746;0;0;0;0;0;0;0;0;./core_59/sim_evolving_m_11_11_2016_122148_259887645
0.25;2;679438667;100;0.01;0;5.6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;4.0089;1072;-0.00570021;0.101538;1.10002;0.0986167;0.110065;0;0;0;0;0;0;0;0;./core_60/sim_evolving_m_11_11_2016_122148_266275784
0.25;2;664072981;100;0.01;0;6;100;0.01;0;three_types;0;1;2.64159;100;0;0;0;100;0;2.64159;2;0.02;0.7;10000;4.42844;1008;-0.00348413;0.0666569;1.11743;0.0870934;0.132591;0;0;0;0;0;0;0;0;./core_61/sim_evolving_m_11_11_2016_122148_248348060
0.25;2;426840228;100;0.01;0;-6;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-6.58402;3012;-0.00205991;-6.85086;1.17694;0.022958;0.133255;0;0;0;0;0;0;1.00708;0.000725602;./core_62/sim_evolving_m_11_11_2016_122148_242007396
0.25;2;964542000;100;0.01;0;-5.6;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-6.18325;2983;0.000227089;-6.35618;1.17083;-0.231228;0.124796;0;0;0;0;0;0;0.95926;0.000885968;./core_63/sim_evolving_m_11_11_2016_122148_254438178
0.25;2;189057565;100;0.01;0;-5.2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-5.78463;3032;-0.0119649;-6.00632;1.19292;-0.108825;0.134985;0;0;0;0;0;0;0.97595;0.00114089;./core_64/sim_evolving_m_11_11_2016_122148_257482660
0.25;2;216008896;100;0.01;0;-4.8;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-5.40176;3024;-0.00776257;-5.64766;1.11702;-0.116904;0.12704;0;0;0;0;0;0;0.985276;0.000844073;./core_65/sim_evolving_m_11_11_2016_122148_256742227
0.25;2;78135360;100;0.01;0;-4.4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-4.97647;3049;-0.00363752;-5.20434;1.12721;-0.208286;0.121308;0;0;0;0;0;0;0.958425;0.0011439;./core_66/sim_evolving_m_11_11_2016_122154_9488836
0.25;2;380264801;100;0.01;0;-4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-4.58625;3049;0.0200465;-4.79216;1.1795;-0.0434833;0.130243;0;0;0;0;0;0;0.99332;0.00123354;./core_67/sim_evolving_m_11_11_2016_122148_259858266
0.25;2;32479642;100;0.01;0;-3.6;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-4.18322;3070;-0.00471923;-4.42155;1.15196;-0.0699907;0.125448;0;0;0;0;0;0;0.985602;0.00152045;./core_68/sim_evolving_m_11_11_2016_122148_255185119
0.25;2;324575432;100;0.01;0;-3.2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-3.7751;3057;0.0151465;-4.00206;1.15851;-0.0261063;0.130409;0;0;0;0;0;0;0.999491;0.0013453;./core_69/sim_evolving_m_11_11_2016_122148_256681587
0.25;2;745359708;100;0.01;0;-2.8;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-3.36516;3038;-0.00596629;-3.61809;1.17179;-0.106994;0.124578;0;0;0;0;0;0;0.973838;0.00242674;./core_70/sim_evolving_m_11_11_2016_122148_249265596
0.25;2;370376330;100;0.01;0;-2.4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-2.97559;3057;-0.00242914;-3.17486;1.17306;-0.026004;0.116912;0;0;0;0;0;0;0.981738;0.00221369;./core_71/sim_evolving_m_11_11_2016_122148_239440051
0.25;2;621528101;100;0.01;0;-2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-2.59552;3028;0.00333232;-2.81085;1.10104;0.0202699;0.117216;0;0;0;0;0;0;1.00286;0.00242424;./core_72/sim_evolving_m_11_11_2016_122148_245849557
0.25;2;259797892;100;0.01;0;-1.6;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-2.17775;3057;0.0015143;-2.41227;1.10294;-0.0350786;0.118091;0;0;0;0;0;0;0.991553;0.00144451;./core_73/sim_evolving_m_11_11_2016_122148_230089466
0.25;2;475603683;100;0.01;0;-1.2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-1.78171;3032;0.000565533;-1.99172;1.17136;-0.0695518;0.124476;0;0;0;0;0;0;0.96035;0.00195918;./core_74/sim_evolving_m_11_11_2016_122148_259575426
0.25;2;950307286;100;0.01;0;-0.8;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-1.37467;3081;0.0056757;-1.6133;1.18895;-0.0451375;0.119374;0;0;0;0;0;0;0.976025;0.00271018;./core_75/sim_evolving_m_11_11_2016_122148_253357463
0.25;2;593291713;100;0.01;0;-0.4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-0.967034;3066;0.0117594;-1.17674;1.13089;-0.030953;0.112459;0;0;0;0;0;0;0.962558;0.00359019;./core_76/sim_evolving_m_11_11_2016_122148_245193668
0.25;2;703754504;100;0.01;0;5.32907e-15;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-0.580867;3022;-0.0106817;-0.83362;1.12878;-0.0155777;0.126402;0;0;0;0;0;0;0.976911;0.00549861;./core_77/sim_evolving_m_11_11_2016_122148_248289473
0.25;2;329750925;100;0.01;0;0.4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;-0.192502;3047;0.00633648;-0.387473;1.09439;0.00761055;0.115897;0;0;0;0;0;0;0.956893;0.00368078;./core_78/sim_evolving_m_11_11_2016_122148_239344123
0.25;2;175287403;100;0.01;0;0.8;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;0.222626;3002;-0.00123491;-0.0348845;1.13793;-0.0375552;0.122625;0;0;0;0;0;0;0.976383;0.00410423;./core_79/sim_evolving_m_11_11_2016_122148_258066165
0.25;2;881904620;100;0.01;0;1.2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;0.62306;3129;0.0088602;0.370695;1.10338;0.00879177;0.10985;0;0;0;0;0;0;0.973145;0.00276863;./core_80/sim_evolving_m_11_11_2016_122148_251481869
0.25;2;75175021;100;0.01;0;1.6;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;1.03149;3038;-0.00224737;0.759206;1.16513;0.00341006;0.126794;0;0;0;0;0;0;0.966316;0.00209607;./core_81/sim_evolving_m_11_11_2016_122148_255683501
0.25;2;406919722;100;0.01;0;2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;1.42001;3049;0.0141977;1.23329;1.15017;0.068436;0.128511;0;0;0;0;0;0;0.970707;0.00225511;./core_82/sim_evolving_m_11_11_2016_122148_259410073
0.25;2;652397814;100;0.01;0;2.4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;1.81835;3056;-0.00978311;1.59238;1.11624;0.0515396;0.136522;0;0;0;0;0;0;0.975779;0.00157612;./core_83/sim_evolving_m_11_11_2016_122148_264893163
0.25;2;759899476;100;0.01;0;2.8;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;2.22331;3070;-0.0117097;1.97756;1.1085;0.0569205;0.120313;0;0;0;0;0;0;0.975299;0.00185889;./core_84/sim_evolving_m_11_11_2016_122148_250215231
0.25;2;827355393;100;0.01;0;3.2;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;2.62042;3021;-0.00652758;2.34815;1.12217;0.0521896;0.115344;0;0;0;0;0;0;0.97263;0.00136989;./core_85/sim_evolving_m_11_11_2016_122148_250488735
0.25;2;158823251;100;0.01;0;3.6;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;2.99654;3028;0.0165153;2.79151;1.10842;0.0438458;0.113921;0;0;0;0;0;0;0.980539;0.00128505;./core_86/sim_evolving_m_11_11_2016_122148_257538048
0.25;2;368705307;100;0.01;0;4;100;0.01;0;three_types;0.01;1;0.5;100;0;0;0;100;0;0.5;2;0.02;0.7;50000;3.41236;3076;-0.0114559;3.20464;1.10785;0.102577;0.11873;0;0;0;0;0;0;0.977242;0.00120238;./core_87/sim_evolving_m_11_11_2016_122148_259373176
